Date,LIVEPOLC1,MEXBOL,CETES91
26/04/2017,152.809998,49565.16016,6.657181
27/04/2017,147.899994,49440.96094,6.688154
28/04/2017,145.229996,49261.32813,6.68695
02/05/2017,145.539993,49588.83984,6.700124
03/05/2017,145.020004,49099.98047,6.701361
04/05/2017,141.149994,48998.10938,6.64778
05/05/2017,143.639999,49485.67188,6.694683
08/05/2017,141.279999,49505.85938,6.708686
09/05/2017,143.779999,49939.46875,6.761017
10/05/2017,143.820007,49930.53906,6.769855
11/05/2017,143.5,49530.53125,6.774409
12/05/2017,144.860001,49426.07813,6.760729
15/05/2017,143.820007,49678.96094,6.759714
16/05/2017,143.850006,49459.62109,6.819982
17/05/2017,142.990005,48747.94922,6.769899
18/05/2017,142.490005,48322.23828,6.807194
19/05/2017,141.850006,49067.46875,6.876001
22/05/2017,146.580002,48943.46094,6.917706
23/05/2017,146.139999,49042.51953,6.949988
24/05/2017,149.460007,49494.39844,6.960155
25/05/2017,148.490005,49410.92188,6.949981
26/05/2017,149,49688.26953,7.003679
29/05/2017,146.029999,49450.48047,7.00002
30/05/2017,144.660004,49277.94922,7.04696
31/05/2017,141.699997,48788.44141,7.06559
01/06/2017,141.199997,49101.64063,7.069996
02/06/2017,143.649994,49317.37891,7.009518
05/06/2017,144.910004,49592.48828,6.994714
06/06/2017,143.020004,49218.62109,7.019002
07/06/2017,141.25,49274.96875,7.008293
08/06/2017,142.479996,49087.46094,6.979763
09/06/2017,141.949997,49081.73047,6.999993
12/06/2017,141.490005,49128.76172,7.017865
13/06/2017,141.809998,49026.82813,7.00853
14/06/2017,142.199997,49291.03125,6.981422
15/06/2017,142.800003,49139.69922,6.990005
16/06/2017,145.220001,49221.03125,6.990013
19/06/2017,141.789993,49169.57031,7.003186
20/06/2017,143.080002,49033.05078,7.0393
21/06/2017,143.179993,48983.44922,7.05631
22/06/2017,143.229996,49017.42969,7.047905
23/06/2017,143.800003,48980.78125,7.040001
26/06/2017,144.089996,49165.67188,7.037765
27/06/2017,142.979996,49087.73828,7.059989
28/06/2017,144.479996,49340.10938,7.050006
29/06/2017,144.070007,49198.12109,7.059585
30/06/2017,143.169998,49857.48828,7.071814
03/07/2017,142.639999,50109.16016,7.073548
04/07/2017,141.309998,50041.57813,7.078775
05/07/2017,143.75,50300.80859,7.067123
06/07/2017,141.470001,50015.67188,7.074218
07/07/2017,140.75,50059.01953,7.055286
10/07/2017,142.020004,50616.80859,7.058138
11/07/2017,142.940002,50510.23047,7.058257
12/07/2017,145.529999,50809.76953,7.038669
13/07/2017,148.990005,50968.76172,7.039996
14/07/2017,150.190002,51162.23047,7.065808
17/07/2017,152.320007,51332.28906,7.059979
18/07/2017,152.889999,51099.71094,7.062716
19/07/2017,152.729996,51086.92969,7.066159
20/07/2017,151.440002,51144.14063,7.04311
21/07/2017,151.779999,51564.62109,7.055907
24/07/2017,150.539993,51665.64844,7.057924
25/07/2017,153.080002,51713.37891,7.06185
26/07/2017,155.039993,51600.26172,7.056091
27/07/2017,161.979996,51257.35938,7.069955
28/07/2017,159.800003,51213.60156,7.069992
31/07/2017,160.089996,51011.87109,7.084935
01/08/2017,160.710007,51195.01172,7.109988
02/08/2017,159.979996,51200.12891,7.102367
03/08/2017,159.229996,51293.07031,7.108895
04/08/2017,167.619995,51328.28906,7.110013
07/08/2017,166.190002,51389.26953,7.11133
08/08/2017,167.389999,51328.76172,7.126231
09/08/2017,168.589996,51237.5,7.148996
10/08/2017,164.740005,50906.83984,7.134233
11/08/2017,163.089996,50645.10156,7.11366
14/08/2017,164.070007,51167.46875,7.099233
15/08/2017,164.669998,51339.28906,7.094446
16/08/2017,164.860001,51156.67188,7.090764
17/08/2017,162.470001,50994.17969,7.09914
18/08/2017,163.789993,51075.46094,7.099489
21/08/2017,165.979996,51241.10938,7.09645
22/08/2017,167.559998,51332.98047,7.097606
23/08/2017,165.360001,51280.17188,7.090939
24/08/2017,167.169998,51470.05859,7.096475
25/08/2017,165.630005,51373.23047,7.095553
28/08/2017,160.710007,51266.71875,7.10604
29/08/2017,159.960007,51313.66016,7.109988
30/08/2017,156.929993,51193.51953,7.109329
31/08/2017,160.179993,51210.48047,7.100001
01/09/2017,162.210007,51080.85156,7.10152
04/09/2017,161.649994,50825.76953,7.09919
05/09/2017,157.449997,50301.39063,7.089987
06/09/2017,157.009995,50515.60156,7.173398
07/09/2017,157.380005,50249.12109,7.08053
08/09/2017,154.229996,50083.80078,7.085486
11/09/2017,152.759995,50359.32031,7.085191
12/09/2017,152.690002,50480.96094,7.109685
13/09/2017,152.699997,50164.87891,7.08748
14/09/2017,154.679993,50107.85938,7.068356
15/09/2017,157.399994,49921.83984,7.073347
18/09/2017,154.330002,50258.42188,7.069995
19/09/2017,153.479996,50265.46094,7.059989
20/09/2017,153.139999,50363.94922,7.05539
21/09/2017,151.649994,50545.75,7.061881
22/09/2017,150.029999,50313.51172,7.079147
25/09/2017,148.130005,50368.17188,7.070038
26/09/2017,147.979996,50359.46875,7.063668
27/09/2017,146.630005,50169.12891,7.05666
28/09/2017,147.320007,50137,7.050774
29/09/2017,147,50346.05859,7.046131
02/10/2017,147.029999,50501.16016,7.053687
03/10/2017,147.899994,50615.28906,7.045359
04/10/2017,148.220001,50565.28906,7.025756
05/10/2017,147.429993,50480.92188,7.058438
06/10/2017,145.589996,50302.96094,7.07546
09/10/2017,144.410004,50071.94141,7.059636
10/10/2017,143.639999,49982.94141,7.052327
11/10/2017,143.699997,50139.67969,7.053158
12/10/2017,142.490005,49962.78906,7.071922
13/10/2017,140.130005,49981.94141,7.110842
16/10/2017,139.679993,49721.01172,7.119998
17/10/2017,144.240005,50140.51953,7.120206
18/10/2017,141.360001,49938.98047,7.097988
19/10/2017,140.199997,50000.25,7.082579
20/10/2017,136.220001,49988.71094,7.090002
23/10/2017,135.880005,49548.12891,7.094053
24/10/2017,136.410004,50157.21875,7.107087
25/10/2017,131.990005,48876.46094,7.09002
26/10/2017,132.539993,48986.83984,7.089999
27/10/2017,132.429993,49209.57813,7.096133
30/10/2017,132.210007,48855.26953,7.119998
31/10/2017,130.600006,48625.53125,7.115356
01/11/2017,128.669998,48334.44922,7.109658
03/11/2017,126.839996,48534.83984,7.10674
06/11/2017,131.380005,48967.01172,7.108481
07/11/2017,129.809998,49004.51953,7.119989
08/11/2017,130.710007,48835.69141,7.100002
09/11/2017,132.899994,48713.51172,7.12386
10/11/2017,129.679993,48028.30078,7.122196
13/11/2017,130.940002,48002.42969,7.120982
14/11/2017,128.690002,47873.64844,7.129861
15/11/2017,128.169998,47690.80078,7.142916
16/11/2017,127.110001,47747.69141,7.144032
17/11/2017,127.089996,47857.14063,7.138937
